model_name,task,feature,class_name,native_importance,signed_coefficient,permutation_importance_mean,permutation_importance_std
logistic_regression,direction_classification,ax_final_initial,lateral,0.42826304057269865,-0.42826304057269865,,
logistic_regression,direction_classification,ax_median,,0.34416214757266017,,0.013317246051245357,0.013181195973593537
logistic_regression,direction_classification,ax_median,forward,0.47175713372211037,0.47175713372211037,,
logistic_regression,direction_classification,ax_median,backward,0.044486087636878675,0.044486087636878675,,
logistic_regression,direction_classification,ax_median,lateral,0.5162432213589914,-0.5162432213589914,,
logistic_regression,direction_classification,ax_iqr,,0.3274507890270671,,0.04312133435883989,0.01670777045859791
logistic_regression,direction_classification,ax_iqr,forward,0.08585169210195896,0.08585169210195896,,
logistic_regression,direction_classification,ax_iqr,backward,0.49117618354060105,-0.49117618354060105,,
logistic_regression,direction_classification,ax_iqr,lateral,0.40532449143864135,0.40532449143864135,,
logistic_regression,direction_classification,peak_signed_ax,,0.17406646624329755,,0.026615836262895078,0.011006214731467135
logistic_regression,direction_classification,peak_signed_ax,forward,0.26109969936494637,-0.26109969936494637,,
logistic_regression,direction_classification,peak_signed_ax,backward,0.13493955361174084,0.13493955361174084,,
logistic_regression,direction_classification,peak_signed_ax,lateral,0.12616014575320547,0.12616014575320547,,
logistic_regression,direction_classification,integrated_ax,,0.08415398102916577,,0.0,0.0
logistic_regression,direction_classification,integrated_ax,forward,0.03071074194512901,0.03071074194512901,,
logistic_regression,direction_classification,integrated_ax,backward,0.09552022959861965,0.09552022959861965,,
logistic_regression,direction_classification,integrated_ax,lateral,0.12623097154374865,-0.12623097154374865,,
logistic_regression,direction_classification,ay_mean,,0.36154805273805235,,0.05536837823054892,0.01358526632373602
logistic_regression,direction_classification,ay_mean,forward,0.0030237781747542805,0.0030237781747542805,,
logistic_regression,direction_classification,ay_mean,backward,0.5423220791070785,-0.5423220791070785,,
logistic_regression,direction_classification,ay_mean,lateral,0.5392983009323242,0.5392983009323242,,
logistic_regression,direction_classification,ay_std,,0.38984038646634395,,0.06551210551210558,0.02320584962414333
logistic_regression,direction_classification,ay_std,forward,0.5847605796995167,-0.5847605796995167,,
logistic_regression,direction_classification,ay_std,backward,0.4308201948641922,0.4308201948641922,,
logistic_regression,direction_classification,ay_std,lateral,0.15394038483532288,0.15394038483532288,,
logistic_regression,direction_classification,ay_min,,0.33101129982784894,,0.05512292546348276,0.016600142449238787
logistic_regression,direction_classification,ay_min,forward,0.49651694974177396,0.49651694974177396,,
logistic_regression,direction_classification,ay_min,backward,0.10859046716787593,-0.10859046716787593,,
logistic_regression,direction_classification,ay_min,lateral,0.38792648257389695,-0.38792648257389695,,
logistic_regression,direction_classification,ay_max,,0.4521296363078126,,0.022262701521799655,0.015801229404115873
logistic_regression,direction_classification,ay_max,forward,0.6781944544617187,0.6781944544617187,,
